"","inspection_id","license_","facility_type","risk","inspection_date","inspection_type","results","criticalCount","seriousCount","minorCount","pastFail","pastCritical","pastSerious","pastMinor","timeSinceLast","firstRecord","pass_flag"
"71814","1154900","2156663","Restaurant","Risk 1 (High)",2013-02-22,"Canvass","Pass",0,0,9,0,0,2,2,0.715068493150685,0,1
"63003","1235714","2156671","Restaurant","Risk 1 (High)",2013-04-02,"Canvass","Pass w/ Conditions",0,1,4,0,0,0,1,0.873972602739726,0,0
"58507","1335708","2156693","Restaurant","Risk 1 (High)",2013-05-22,"Canvass","Fail",0,1,7,0,0,1,4,0.991780821917808,0,0
"23424","1294259","2156736","Restaurant","Risk 1 (High)",2012-09-21,"Canvass","Pass",0,0,6,0,1,0,3,0.0821917808219178,0,1
"50236","1188371","2156750","Restaurant","Risk 1 (High)",2012-10-03,"Canvass","Pass",0,0,3,0,0,0,0,0.0246575342465753,0,1
"66950","1188641","2156798","Restaurant","Risk 1 (High)",2013-05-21,"Canvass","Pass w/ Conditions",0,3,3,0,0,0,0,0.884931506849315,0,0
"80541","1300934","2156846","Grocery Store","Risk 3 (Low)",2012-12-14,"Canvass","Fail",0,3,0,0,0,0,3,0.556164383561644,0,0
"24977","1072311","2156868","Restaurant","Risk 1 (High)",2013-03-13,"Canvass","Pass",0,0,4,0,0,1,3,0.687671232876712,0,1
"48652","1336106","2156901","Other","Risk 1 (High)",2013-06-14,"Canvass","Pass",0,0,4,0,0,0,3,1.03835616438356,0,1
"86851","1324477","2156906","Restaurant","Risk 1 (High)",2013-05-21,"Canvass","Pass w/ Conditions",1,0,3,0,0,0,5,0.991780821917808,0,0
"26413","1072267","2156933","Restaurant","Risk 1 (High)",2013-02-07,"Canvass","Pass",0,0,4,0,1,1,3,0.649315068493151,0,1
"81624","1319612","2156946","Restaurant","Risk 1 (High)",2013-06-19,"Canvass","Fail",2,1,4,0,2,1,3,0.723287671232877,0,0
"18109","1227779","2156947","Restaurant","Risk 1 (High)",2013-03-01,"Canvass","Fail",1,2,3,0,0,1,3,0.583561643835616,0,0
"55207","1092340","2156979","Restaurant","Risk 2 (Medium)",2013-03-06,"Canvass","Pass",0,0,3,0,0,0,0,0.76986301369863,0,1
"16611","1106790","2157141","Restaurant","Risk 1 (High)",2013-08-22,"Canvass","Fail",0,1,9,0,0,0,3,0.665753424657534,0,0
"43396","1106663","2157236","Grocery Store","Risk 2 (Medium)",2013-07-05,"Canvass","Pass",0,0,0,0,0,0,0,1.0958904109589,0,1
"588","1335275","2157256","Restaurant","Risk 1 (High)",2013-05-02,"Canvass","Pass",0,0,3,0,0,0,0,0.4,0,1
"74286","1227334","2157259","Restaurant","Risk 2 (Medium)",2012-05-29,"Canvass","Pass",0,0,0,0,0,0,0,2,1,1
"17255","1166371","2157276","Restaurant","Risk 1 (High)",2013-08-20,"Canvass","Pass",0,0,2,0,3,1,6,1.12602739726027,0,1
"13213","1188629","2157277","Restaurant","Risk 1 (High)",2013-05-15,"Canvass","Pass",0,0,4,0,0,0,9,0.926027397260274,0,1
"48861","1321966","2157362","Restaurant","Risk 1 (High)",2013-02-20,"Canvass","Pass",0,0,2,0,3,1,2,0.649315068493151,0,1
"53955","1099038","2157363","Restaurant","Risk 1 (High)",2013-06-18,"Canvass","Pass",0,0,5,0,2,2,12,0.873972602739726,0,1
"48800","1139019","2157400","Restaurant","Risk 1 (High)",2013-06-24,"Canvass","Pass",0,0,1,0,0,0,0,1.04931506849315,0,1
"26548","1072414","2157422","Restaurant","Risk 1 (High)",2013-05-15,"Canvass","Pass",0,0,2,0,0,2,3,0.575342465753425,0,1
"63429","1353867","2157477","Restaurant","Risk 1 (High)",2013-07-25,"Canvass","Pass w/ Conditions",0,1,5,0,0,0,5,1.06027397260274,0,0
"30585","1360301","2157501","Restaurant","Risk 1 (High)",2013-08-15,"Canvass","Fail",0,2,7,0,0,0,4,0.63013698630137,0,0
"68589","1166271","2157504","Grocery Store","Risk 3 (Low)",2013-04-11,"Canvass","Pass",0,0,3,0,0,0,5,0.775342465753425,0,1
"13921","1345427","2157525","Restaurant","Risk 2 (Medium)",2013-08-02,"Canvass","Pass",0,0,2,0,0,0,0,0.317808219178082,0,1
"21074","1335318","2157700","Restaurant","Risk 1 (High)",2013-05-03,"Canvass","Pass",0,0,4,0,0,1,1,0.901369863013699,0,1
"48774","1335213","2157739","Other","Risk 1 (High)",2013-04-29,"Canvass","Pass",0,0,0,0,0,0,0,0.758904109589041,0,1
"17670","1235884","2157756","Restaurant","Risk 1 (High)",2013-07-18,"Canvass","Fail",1,1,2,0,0,0,2,1.11232876712329,0,0
"33225","1321901","2157805","Restaurant","Risk 1 (High)",2013-02-15,"Canvass","Pass",0,0,3,0,1,2,4,0.586301369863014,0,1
"24923","1336112","2157957","Other","Risk 1 (High)",2013-06-14,"Canvass","Pass",0,0,0,0,0,0,1,0.931506849315068,0,1
"22216","1301179","2158073","Restaurant","Risk 1 (High)",2013-01-07,"Canvass","Pass w/ Conditions",1,1,5,0,0,0,1,0.438356164383562,0,0
"42078","1296266","2158242","Restaurant","Risk 1 (High)",2013-01-10,"Canvass","Pass w/ Conditions",0,1,1,0,1,0,0,0.536986301369863,0,0
"7512","1326508","2158267","Restaurant","Risk 1 (High)",2013-03-22,"Canvass","Pass",0,0,3,0,2,1,6,0.427397260273973,0,1
"87547","1296462","2158267","Restaurant","Risk 1 (High)",2013-07-11,"Canvass","Pass",0,0,0,0,0,0,3,0.304109589041096,0,1
"85547","1319452","2158283","Restaurant","Risk 1 (High)",2013-03-26,"Canvass","Fail",0,1,3,0,0,0,4,0.76986301369863,0,0
"2567","1319606","2158449","Restaurant","Risk 2 (Medium)",2013-06-18,"Canvass","Pass",0,0,6,0,0,0,6,0.978082191780822,0,1
"12973","1335795","2158450","Restaurant","Risk 1 (High)",2013-05-29,"Canvass","Pass",0,0,5,0,1,2,1,0.865753424657534,0,1
"30773","1202508","2158518","Restaurant","Risk 1 (High)",2012-11-08,"Canvass","Pass",0,0,3,0,0,0,2,0.273972602739726,0,1
"9636","1146344","2158518","Restaurant","Risk 1 (High)",2013-03-13,"Canvass","Pass",0,0,7,0,0,0,3,0.33972602739726,0,1
"10250","1202823","2158546","Restaurant","Risk 1 (High)",2013-06-25,"Canvass","Pass w/ Conditions",0,1,5,0,0,0,4,1,0,0
"56878","1114926","2158634","Restaurant","Risk 1 (High)",2013-07-18,"Canvass","Fail",0,2,3,0,0,0,0,1.03287671232877,0,0
"82177","1096356","2158663","Restaurant","Risk 1 (High)",2012-06-12,"Canvass","Pass",0,0,3,0,0,2,9,1.15342465753425,0,1
"42262","1092500","2158668","Restaurant","Risk 1 (High)",2013-07-18,"Canvass","Pass",0,0,4,0,0,2,4,1.04383561643836,0,1
"43601","1235544","21589","Restaurant","Risk 1 (High)",2012-11-28,"Canvass","Pass",0,0,6,0,0,0,0,2,1,1
"79634","1335812","21589","Restaurant","Risk 1 (High)",2013-05-30,"Canvass","Fail",0,1,2,0,0,0,6,0.498630136986301,0,0
"83289","577613","21593","Restaurant","Risk 1 (High)",2011-10-13,"Canvass","Pass w/ Conditions",2,0,4,0,0,0,3,0.956164383561644,0,0
"56366","1151186","21593","Restaurant","Risk 1 (High)",2013-03-21,"Canvass","Pass",0,0,3,0,0,0,4,0.884931506849315,0,1
"66451","1188295","21595","Restaurant","Risk 1 (High)",2012-07-30,"Canvass","Pass",0,0,3,0,0,0,0,2,1,1
"34849","1098950","21595","Restaurant","Risk 1 (High)",2013-04-29,"Canvass","Pass",0,0,4,0,0,0,3,0.747945205479452,0,1
"82848","634904","21596","Restaurant","Risk 1 (High)",2011-10-07,"Canvass","Pass",0,0,2,0,0,0,6,0.556164383561644,0,1
"56283","1202663","21596","Restaurant","Risk 1 (High)",2013-02-26,"Canvass","Fail",0,1,4,0,0,0,2,1.39178082191781,0,0
"14642","577620","21602","Restaurant","Risk 1 (High)",2011-10-17,"Canvass","Fail",1,1,5,0,0,0,2,1.41643835616438,0,0
"13411","1150280","21602","Restaurant","Risk 1 (High)",2012-04-16,"Canvass","Pass",0,0,4,0,0,1,5,0.473972602739726,0,1
"78289","1151150","21602","Restaurant","Risk 1 (High)",2013-03-06,"Canvass","Fail",0,1,5,0,0,0,4,0.887671232876712,0,0
"86288","545783","21603","Restaurant","Risk 1 (High)",2012-01-30,"Canvass","Pass",0,0,6,0,0,0,3,0.613698630136986,0,1
"23340","1154939","21603","Restaurant","Risk 1 (High)",2013-03-15,"Canvass","Pass",0,0,4,0,0,0,6,1.12054794520548,0,1
"70770","679633","21604","Restaurant","Risk 1 (High)",2012-03-20,"Canvass","Pass",0,0,3,0,0,0,5,1.58356164383562,0,1
"67429","1235685","21604","Restaurant","Risk 1 (High)",2013-03-11,"Canvass","Pass",0,0,3,0,0,0,3,0.975342465753425,0,1
"50827","1235085","21605","Restaurant","Risk 1 (High)",2012-09-07,"Canvass","Pass",0,0,2,0,0,0,3,1.02465753424658,0,1
"17679","598414","21611","Restaurant","Risk 1 (High)",2011-10-18,"Canvass","Pass",0,0,2,0,0,1,7,1.11232876712329,0,1
"38190","1151575","21611","Restaurant","Risk 1 (High)",2013-08-26,"Canvass","Pass",0,0,2,0,0,0,0,0.142465753424658,0,1
"4940","1227802","2162255","Restaurant","Risk 1 (High)",2013-03-13,"Canvass","Pass",0,0,5,0,0,0,2,0.693150684931507,0,1
"93085","1327218","2162294","Restaurant","Risk 1 (High)",2013-03-13,"Canvass","Pass",0,0,3,0,0,0,0,0.726027397260274,0,1
"46516","1092322","2162352","Restaurant","Risk 1 (High)",2013-02-26,"Canvass","Pass w/ Conditions",0,2,3,0,1,2,4,0.63013698630137,0,0
"2676","1319485","2162462","Restaurant","Risk 1 (High)",2013-04-12,"Canvass","Pass w/ Conditions",1,0,1,0,2,0,4,0.449315068493151,0,0
"45635","1335828","2162506","Restaurant","Risk 1 (High)",2013-05-30,"Canvass","Fail",0,1,4,0,0,0,0,0.580821917808219,0,0
"17154","1326555","2162511","Restaurant","Risk 1 (High)",2013-03-26,"Canvass","Pass",0,0,9,0,0,1,5,0.70958904109589,0,1
"42638","1106555","2162557","Restaurant","Risk 1 (High)",2013-05-15,"Canvass","Fail",1,2,7,0,2,0,4,0.802739726027397,0,0
"10702","1326750","2162558","Grocery Store","Risk 1 (High)",2013-04-05,"Canvass","Pass",0,0,2,0,0,1,5,0.542465753424658,0,1
"66193","1327222","2162577","Restaurant","Risk 1 (High)",2013-03-14,"Canvass","Pass",0,0,2,0,0,0,3,0.712328767123288,0,1
"5669","1343395","2162615","Grocery Store","Risk 1 (High)",2013-08-06,"Canvass","Pass",0,0,4,0,1,0,4,0.961643835616438,0,1
"77441","1321282","2162795","Restaurant","Risk 1 (High)",2013-01-11,"Canvass","Pass",0,0,5,0,0,0,2,0.528767123287671,0,1
"24506","1322266","21630","Restaurant","Risk 1 (High)",2012-12-17,"Canvass","Pass",0,0,2,0,0,0,2,0.994520547945206,0,1
"43348","1321355","2163012","Restaurant","Risk 1 (High)",2013-01-15,"Canvass","Pass w/ Conditions",1,1,3,0,0,0,5,0.553424657534247,0,0
"77848","1146230","2163013","Other","Risk 1 (High)",2013-01-04,"Canvass","Pass",0,0,3,0,0,1,6,0.402739726027397,0,1
"69897","1327150","2163234","Restaurant","Risk 1 (High)",2013-04-24,"Canvass","Pass",0,0,3,0,0,0,0,0.728767123287671,0,1
"80102","1146343","2163238","Restaurant","Risk 1 (High)",2013-03-13,"Canvass","Pass",0,0,3,0,0,0,0,0.616438356164384,0,1
"28733","1166285","2163346","Restaurant","Risk 1 (High)",2013-04-23,"Canvass","Pass",0,0,5,0,0,0,4,0.808219178082192,0,1
"62598","1271458","2163469","Restaurant","Risk 1 (High)",2012-11-29,"Canvass","Pass",0,0,5,0,0,0,5,0.408219178082192,0,1
"25016","1166250","2163469","Restaurant","Risk 1 (High)",2013-03-27,"Canvass","Pass",0,0,3,0,0,0,5,0.320547945205479,0,1
"14755","1098941","2163481","Restaurant","Risk 1 (High)",2013-04-23,"Canvass","Pass w/ Conditions",1,0,7,0,0,0,4,0.789041095890411,0,0
"53993","1324515","2163518","Restaurant","Risk 1 (High)",2013-06-12,"Canvass","Pass",0,0,2,0,0,0,2,0.936986301369863,0,1
"45581","1106360","2163519","Restaurant","Risk 1 (High)",2012-10-09,"Canvass","Fail",1,2,6,0,0,1,7,0.268493150684932,0,0
"88687","1114651","2163546","Restaurant","Risk 1 (High)",2013-01-30,"Canvass","Pass",0,0,2,0,0,0,3,0.56986301369863,0,1
"10869","1138969","2163554","Restaurant","Risk 1 (High)",2013-05-28,"Canvass","Pass",0,0,4,0,0,0,0,0.547945205479452,0,1
"71868","1235748","2163571","Restaurant","Risk 1 (High)",2013-04-25,"Canvass","Pass",0,0,2,0,0,0,4,0.772602739726027,0,1
"51940","1353694","2163614","Restaurant","Risk 1 (High)",2013-07-16,"Canvass","Pass",0,0,4,0,0,0,6,1.01643835616438,0,1
"16100","1235739","2163661","Restaurant","Risk 1 (High)",2013-04-17,"Canvass","Pass w/ Conditions",2,0,2,0,0,0,0,0.789041095890411,0,0
"87885","1114720","2163680","Restaurant","Risk 2 (Medium)",2013-03-12,"Canvass","Pass",0,0,1,0,0,0,0,0.693150684931507,0,1
"32676","1305370","2163707","Grocery Store","Risk 3 (Low)",2013-08-06,"Canvass","Pass",0,0,0,0,1,2,3,1.05753424657534,0,1
"33479","1166260","2163723","Restaurant","Risk 1 (High)",2013-04-03,"Canvass","Pass",0,0,3,0,0,0,3,0.706849315068493,0,1
"60362","1353391","2163727","Restaurant","Risk 1 (High)",2013-06-27,"Canvass","Pass",0,0,4,0,0,0,3,0.750684931506849,0,1
"69747","1326676","2163764","Restaurant","Risk 1 (High)",2013-04-02,"Canvass","Fail",1,1,3,0,0,0,2,0.726027397260274,0,0
"77154","1326790","2163771","Grocery Store","Risk 1 (High)",2013-04-08,"Canvass","Fail",0,1,5,0,0,0,0,0.572602739726027,0,0
"58207","1286313","2163952","Restaurant","Risk 1 (High)",2013-07-16,"Canvass","Fail",0,2,4,0,0,0,0,1.00821917808219,0,0
"67635","1345409","2163954","Restaurant","Risk 1 (High)",2013-07-25,"Canvass","Pass",0,0,3,0,0,1,4,1.03287671232877,0,1
"39259","1322477","2163956","Other","Risk 2 (Medium)",2013-04-30,"Canvass","Pass",0,0,2,0,0,0,1,0.391780821917808,0,1
"27875","1198861","2163983","Restaurant","Risk 1 (High)",2013-05-15,"Canvass","Pass",0,0,0,0,0,2,6,0.649315068493151,0,1
"26302","1329446","2164010","Restaurant","Risk 2 (Medium)",2013-08-12,"Canvass","Pass",0,0,1,0,0,0,2,1.07397260273973,0,1
"90170","1154911","2164095","Restaurant","Risk 1 (High)",2013-02-28,"Canvass","Fail",0,1,3,0,1,0,5,0.553424657534247,0,0
"21986","1329239","2164103","Restaurant","Risk 2 (Medium)",2013-04-08,"Canvass","Fail",0,1,3,0,0,0,1,0.632876712328767,0,0
"68418","1098939","2164105","Restaurant","Risk 1 (High)",2013-04-22,"Canvass","Pass w/ Conditions",2,0,6,0,0,0,1,0.515068493150685,0,0
"15513","1072513","2164116","Restaurant","Risk 2 (Medium)",2013-08-26,"Canvass","Pass",0,0,2,0,0,0,5,1.12328767123288,0,1
"17812","1092447","2164117","Grocery Store","Risk 1 (High)",2013-06-06,"Canvass","Pass",0,0,2,0,0,0,3,0.904109589041096,0,1
"17671","1092273","2164154","Restaurant","Risk 1 (High)",2013-01-11,"Canvass","Pass",0,0,2,0,0,0,4,0.49041095890411,0,1
"41234","1343404","2164181","Restaurant","Risk 1 (High)",2013-08-09,"Canvass","Pass",0,0,3,0,0,0,4,1.06575342465753,0,1
"85867","1092293","2164189","Restaurant","Risk 1 (High)",2013-01-25,"Canvass","Pass",0,0,1,0,0,1,4,0.334246575342466,0,1
"34463","1296281","2164273","Restaurant","Risk 1 (High)",2013-02-27,"Canvass","Pass",0,0,1,0,0,0,2,0.619178082191781,0,1
"36761","1150891","21657","Other","Risk 1 (High)",2012-11-01,"Canvass","Pass",0,0,4,0,0,0,1,1.52328767123288,0,1
"59086","1150329","21670","Other","Risk 1 (High)",2012-05-14,"Canvass","Pass",0,0,1,0,0,0,3,0.950684931506849,0,1
"2275","537756","21675","Other","Risk 1 (High)",2011-12-08,"Canvass","Pass",0,0,4,0,0,0,0,1.12876712328767,0,1
"70752","1072297","2167566","Restaurant","Risk 1 (High)",2013-03-06,"Canvass","Fail",0,1,0,0,1,0,7,0.632876712328767,0,0
"78752","1202228","21692","Other","Risk 1 (High)",2012-04-11,"Canvass","Pass w/ Conditions",0,1,3,0,0,0,1,1.05205479452055,0,0
"92145","1170420","21692","Other","Risk 1 (High)",2012-08-21,"Canvass","Fail",1,0,7,0,0,1,3,0.361643835616438,0,0
"6774","545745","21702","Other","Risk 1 (High)",2012-01-13,"Canvass","Fail",0,2,7,0,0,0,4,0.463013698630137,0,0
"25700","1202247","21714","Other","Risk 1 (High)",2012-04-23,"Canvass","Fail",0,1,4,0,1,0,4,0.531506849315069,0,0
"76036","1198624","2172454","Restaurant","Risk 1 (High)",2012-12-14,"Canvass","Pass",0,0,3,0,0,0,0,2,1,1
"78254","1322502","2172454","Restaurant","Risk 1 (High)",2013-05-17,"Canvass","Pass",0,0,3,0,0,0,3,0.419178082191781,0,1
"56411","1329307","2172467","Restaurant","Risk 1 (High)",2013-05-24,"Canvass","Pass",0,0,4,0,0,0,0,0.00273972602739726,0,1
"42005","1277775","2172469","Restaurant","Risk 1 (High)",2013-04-04,"Canvass","Pass",0,0,1,0,1,2,0,0.421917808219178,0,1
"53073","1336088","2172479","Restaurant","Risk 1 (High)",2013-06-13,"Canvass","Pass",0,0,6,0,0,0,4,0.901369863013699,0,1
"25332","634797","21725","Other","Risk 1 (High)",2011-10-03,"Canvass","Pass",0,0,4,0,0,0,3,1.2986301369863,0,1
"70603","1319430","2172507","Other","Risk 1 (High)",2013-03-12,"Canvass","Fail",0,2,5,0,0,0,4,0.663013698630137,0,0
"76485","1099032","2172532","Restaurant","Risk 1 (High)",2013-06-13,"Canvass","Pass",0,0,6,0,0,0,6,0.715068493150685,0,1
"51668","1322351","2172586","Restaurant","Risk 1 (High)",2013-01-31,"Canvass","Pass",0,0,3,0,1,1,1,0.506849315068493,0,1
"60874","1353262","2172608","Grocery Store","Risk 2 (Medium)",2013-06-24,"Canvass","Pass",0,0,3,0,0,2,5,0.915068493150685,0,1
"55962","1139014","2172610","Restaurant","Risk 1 (High)",2013-06-20,"Canvass","Pass",0,0,2,0,0,0,2,0.926027397260274,0,1
"57231","1114823","2172617","Restaurant","Risk 1 (High)",2013-05-15,"Canvass","Pass",0,0,4,0,0,0,1,0.83013698630137,0,1
"51061","1292292","2172641","Restaurant","Risk 1 (High)",2013-01-28,"Canvass","Pass",0,0,3,0,1,0,0,0.432876712328767,0,1
"69456","1296270","2172659","Restaurant","Risk 1 (High)",2013-01-31,"Canvass","Pass",0,0,2,0,0,0,1,0.520547945205479,0,1
"93656","1301148","2172667","Restaurant","Risk 1 (High)",2013-01-04,"Canvass","Pass",0,0,5,0,0,1,3,0.449315068493151,0,1
"82192","1353744","2172671","Restaurant","Risk 1 (High)",2013-07-18,"Canvass","Fail",3,3,5,0,0,0,2,0.980821917808219,0,0
"39118","1098969","2172690","Other","Risk 2 (Medium)",2013-05-10,"Canvass","Pass w/ Conditions",1,1,6,0,0,2,4,0.786301369863014,0,0
"77671","634468","21727","Other","Risk 1 (High)",2011-09-06,"Canvass","Pass",0,0,7,0,0,0,6,1.27671232876712,0,1
"46441","1235359","21727","Other","Risk 1 (High)",2012-09-06,"Canvass","Pass",0,0,3,0,0,0,1,0.627397260273973,0,1
"45496","1285464","21734","Other","Risk 1 (High)",2012-09-24,"Canvass","Pass",0,0,2,0,0,0,4,0.997260273972603,0,1
"51837","1196310","21742","Other","Risk 1 (High)",2012-05-14,"Canvass","Pass",0,0,1,0,0,0,1,0.96986301369863,0,1
"83364","1214267","21750","Other","Risk 1 (High)",2012-03-16,"Canvass","Pass w/ Conditions",2,0,0,0,0,0,5,1.87123287671233,0,0
"22943","1198648","21750","Other","Risk 1 (High)",2013-01-10,"Canvass","Pass",0,0,5,0,0,0,0,0.715068493150685,0,1
"43773","1215159","21752","Other","Risk 1 (High)",2012-05-25,"Canvass","Pass w/ Conditions",1,0,6,0,0,0,5,1.29041095890411,0,0
"46515","557608","21757","Other","Risk 1 (High)",2011-10-25,"Canvass","Pass",0,0,2,0,0,0,2,1.34520547945205,0,1
"49840","557607","21758","Other","Risk 1 (High)",2011-10-25,"Canvass","Pass",0,0,2,0,0,0,2,1.34520547945205,0,1
"37478","1196301","21759","Other","Risk 1 (High)",2012-05-09,"Canvass","Pass w/ Conditions",1,0,3,0,0,0,7,2,0,0
"39152","519341","21767","Other","Risk 1 (High)",2012-01-13,"Canvass","Pass w/ Conditions",2,0,3,0,0,0,5,1.86849315068493,0,0
"14964","1106396","21767","Other","Risk 1 (High)",2013-02-07,"Canvass","Pass w/ Conditions",0,0,7,0,0,0,3,0.994520547945206,0,0
"70112","1300550","21768","Other","Risk 1 (High)",2012-11-19,"Canvass","Pass",0,0,1,0,0,0,1,1.42739726027397,0,1
"56132","1230191","21769","Other","Risk 1 (High)",2012-07-19,"Canvass","Pass",0,0,4,0,0,0,5,1.43561643835616,0,1
"57830","1353712","2176974","Restaurant","Risk 1 (High)",2013-07-17,"Canvass","Pass",0,0,2,0,0,0,4,0.594520547945205,0,1
"79076","1336077","2176991","Restaurant","Risk 1 (High)",2013-06-13,"Canvass","Pass w/ Conditions",2,1,5,0,0,0,2,0.898630136986301,0,0
"80271","1335571","2177026","Restaurant","Risk 1 (High)",2013-05-15,"Canvass","Pass",0,0,1,0,0,0,1,0.824657534246575,0,1
"65488","1327047","2177073","Restaurant","Risk 1 (High)",2013-04-18,"Canvass","Pass",0,0,3,0,0,0,1,0.728767123287671,0,1
"37924","1335610","2177119","Restaurant","Risk 1 (High)",2013-05-17,"Canvass","Pass",0,0,3,0,0,1,3,0.501369863013699,0,1
"45698","1327205","2177244","Restaurant","Risk 1 (High)",2013-04-26,"Canvass","Pass w/ Conditions",1,0,3,0,0,0,3,0.712328767123288,0,0
"64614","608290","21773","Other","Risk 1 (High)",2011-10-06,"Canvass","Pass",0,0,6,0,0,0,0,1.57534246575342,0,1
"68269","1361252","21773","Other","Risk 1 (High)",2013-07-31,"Canvass","Fail",0,1,6,0,0,0,6,1.81917808219178,0,0
"67717","1285758","2177332","Other","Risk 1 (High)",2012-10-09,"Canvass","Fail",0,2,2,0,0,0,0,2,1,0
"6765","1072257","2177355","Restaurant","Risk 1 (High)",2013-01-31,"Canvass","Pass",0,0,3,0,1,0,2,0.495890410958904,0,1
"61570","1188663","2177367","Restaurant","Risk 1 (High)",2013-06-06,"Canvass","Fail",0,2,4,0,0,0,0,0.832876712328767,0,0
"79216","1326719","2177405","Restaurant","Risk 1 (High)",2013-04-04,"Canvass","Pass",0,0,3,0,0,1,1,0.657534246575342,0,1
"30395","1099059","2177423","Restaurant","Risk 1 (High)",2013-06-27,"Canvass","Pass w/ Conditions",2,0,7,0,0,0,2,0.794520547945205,0,0
"14222","1106687","2177457","Grocery Store","Risk 1 (High)",2013-07-18,"Canvass","Fail",1,1,6,0,1,0,5,0.978082191780822,0,0
"87231","608291","21776","Other","Risk 1 (High)",2011-10-06,"Canvass","Pass",0,0,6,0,0,1,5,1.57534246575342,0,1
"27609","1277873","2177608","Grocery Store","Risk 3 (Low)",2013-05-31,"Canvass","Fail",1,2,3,0,0,0,4,0.654794520547945,0,0
"1569","1353683","2177644","Restaurant","Risk 1 (High)",2013-07-16,"Canvass","Pass w/ Conditions",1,0,6,0,0,0,3,0.956164383561644,0,0
"64324","1151491","2177676","Restaurant","Risk 1 (High)",2013-07-30,"Canvass","Pass w/ Conditions",0,1,5,0,0,0,5,0.994520547945206,0,0
"85527","1327056","2177724","Restaurant","Risk 2 (Medium)",2013-04-18,"Canvass","Fail",0,2,2,0,0,0,1,0.53972602739726,0,0
"28317","659770","21778","Other","Risk 1 (High)",2011-12-20,"Canvass","Pass",0,0,3,0,0,0,6,1.81369863013699,0,1
"90600","1166319","2177805","Restaurant","Risk 1 (High)",2013-05-23,"Canvass","Pass",0,0,3,0,0,0,2,0.712328767123288,0,1
"63305","1228048","2177809","Grocery Store","Risk 2 (Medium)",2013-07-12,"Canvass","Fail",1,2,5,0,0,0,5,0.928767123287671,0,0
"62447","1146279","2177820","Grocery Store","Risk 1 (High)",2013-01-31,"Canvass","Pass",0,0,4,0,0,0,1,0.501369863013699,0,1
"56892","1072445","2177841","Restaurant","Risk 1 (High)",2013-05-31,"Canvass","Pass",0,0,2,0,0,0,2,0.83013698630137,0,1
"45653","1353761","2177986","Grocery Store","Risk 3 (Low)",2013-07-19,"Canvass","Fail",0,3,4,0,0,0,1,0.931506849315068,0,0
"44660","1106699","2178008","Restaurant","Risk 1 (High)",2013-07-23,"Canvass","Fail",0,2,9,0,0,0,9,0.920547945205479,0,0
"66079","1098923","2178017","Restaurant","Risk 1 (High)",2013-04-15,"Canvass","Pass",0,0,6,0,0,1,4,0.265753424657534,0,1
"42899","1202557","2178035","Restaurant","Risk 1 (High)",2012-12-14,"Canvass","Pass",0,0,2,0,0,0,1,0.336986301369863,0,1
"22234","1146383","2178035","Restaurant","Risk 1 (High)",2013-04-30,"Canvass","Pass",0,0,3,0,0,0,2,0.372602739726027,0,1
"49045","1326716","2179179","Restaurant","Risk 1 (High)",2013-04-04,"Canvass","Pass",0,0,2,0,0,0,2,0.66027397260274,0,1
"7709","1154841","2179250","Restaurant","Risk 1 (High)",2013-01-29,"Canvass","Fail",0,2,3,0,0,0,2,0.454794520547945,0,0
"11680","1353363","2179270","Restaurant","Risk 2 (Medium)",2013-06-27,"Canvass","Pass w/ Conditions",1,0,6,0,0,3,3,0.846575342465753,0,0
"88365","1072424","2179289","Restaurant","Risk 2 (Medium)",2013-05-21,"Canvass","Pass",0,0,3,0,0,0,0,0.652054794520548,0,1
"63768","1305272","2179299","Restaurant","Risk 1 (High)",2013-04-29,"Canvass","Pass",0,0,2,0,0,0,2,0.641095890410959,0,1
"25740","659655","21793","Restaurant","Risk 1 (High)",2011-12-12,"Canvass","Pass",0,0,4,0,0,0,7,1.35068493150685,0,1
"90434","1277322","21793","Restaurant","Risk 1 (High)",2012-08-21,"Canvass","Pass",0,0,3,0,0,0,4,0.69041095890411,0,1
"73458","1360282","2179374","Restaurant","Risk 1 (High)",2013-08-15,"Canvass","Fail",1,1,5,0,0,1,6,0.668493150684932,0,0
"65736","1271498","2179388","Restaurant","Risk 1 (High)",2013-01-11,"Canvass","Pass",0,0,4,0,0,0,3,0.424657534246575,0,1
"8506","1150267","21794","Restaurant","Risk 1 (High)",2012-03-12,"Canvass","Pass",0,0,6,0,0,3,7,1.15890410958904,0,1
"22881","1151210","21794","Restaurant","Risk 1 (High)",2013-04-02,"Canvass","Pass",0,0,3,0,0,0,3,0.610958904109589,0,1
"47519","1227751","2179440","Grocery Store","Risk 3 (Low)",2013-02-15,"Canvass","Fail",0,1,4,0,0,0,5,0.194520547945205,0,0
"33856","1146347","2179622","Restaurant","Risk 1 (High)",2013-03-26,"Canvass","Fail",0,3,6,0,0,0,6,0.556164383561644,0,0
"72916","1327293","2179658","Other","Risk 1 (High)",2013-04-05,"Canvass","Pass",0,0,2,0,0,0,2,0.643835616438356,0,1
"48154","1321732","2179749","Restaurant","Risk 1 (High)",2013-02-05,"Canvass","Pass",0,0,4,0,0,0,0,0.416438356164384,0,1
"61898","1354090","2179775","Restaurant","Risk 1 (High)",2013-08-06,"Canvass","Fail",1,1,5,0,1,1,4,0.879452054794521,0,0
