"RowLabels","dba","address","licensenumber","licensetype","inspectorassigned","inspectiondate","inspectionpurpose"
"2179","LA GONDOLA","2914 N ASHLAND AVE CHICAGO, IL 60657","1336561","Food","Kyle Kirkegaard",2014-10-01,"Canvass"
"2180","DUKES","5659 N CENTRAL AVE CHICAGO, IL 60646","56642","Food","Nilda Soto",2014-10-01,"Canvass Re-Inspection"
"2181","PIE-EYED PIZZERIA","1111 W CHICAGO AVE CHICAGO, IL 60622","1490003","Food","Patricia Coats",2014-10-01,"Canvass"
"2182","SOUTH CHINA KITCHEN INC.","11631 S HALSTED ST CHICAGO, IL 60628","1121241","Food","Sharon Lewis",2014-10-01,"Complaint"
"2183","SUBWAY","4861 N MILWAUKEE AVE CHICAGO, IL 60630","1492416","Food","Jay Khamphounvong",2014-10-01,"Canvass"
"2184","JEWEL EVENTS CATERING","311 S WACKER DR CHICAGO, IL 60606 ","1991748","Food","Ronald Leveston",2014-10-01,"Canvass"
"2185","PANADERIA LA CENTRAL INC","4523 S ASHLAND AVE CHICAGO, IL 60609","11571","Food","Judith Mann-Hamdan",2014-10-01,"Canvass Re-Inspection"
"2186","SUBWAY","901 W BELMONT AVE CHICAGO, IL 60657","1679785","Food","Elvia Martinez-Ceballos",2014-10-01,"Canvass"
"2187","THREE R FOOD","2712-2714 W MONTROSE AVE CHICAGO, IL 60618","1943396","Food","Audrey Rambus",2014-10-01,"Complaint Re-Inspection"
"2188","CARNICERIA LA HACIENDA, INC.","3459 W 59TH ST CHICAGO, IL 60629","1492826","Food","Joyce Galvin",2014-10-01,"Canvass"
"2189","PRET A MANGER","100 N LA SALLE ST CHICAGO, IL 60602","2068718","Food","Marwan Tamimi",2014-10-01,"Short Form Complaint"
"2190","BURGER KING #6358","6400 W IRVING PARK RD CHICAGO, IL 60634","1473503","Food","Henry Millan",2014-10-01,"Short Form Complaint"
"2191","LAWNDALE FOOD MARKET","3705-3713 W 16TH ST CHICAGO, IL 60623","39529","Food","Denise Batinich",2014-10-01,"Complaint Re-Inspection"
"2192","SUBWAY","3329 N MILWAUKEE AVE CHICAGO, IL 60641 ","2359404","Food","Blesilda Guillen",2014-10-01,"License"
"2193","ANTICO","1946 N LEAVITT ST CHICAGO, IL 60647 ","2031732","Food","Michelle Jackson",2014-10-01,"Canvass"
"2194","WISMA","131 N CLINTON ST CHICAGO, IL 60661 ","2133832","Food","Nola Martin",2014-10-01,"Canvass Re-Inspection"
"2195","SMASHBURGER","2031 N CLYBOURN AVE CHICAGO, IL 60614","2192579","Food","Rosarita Buco",2014-10-01,"Canvass"
"2196","MAGIC GRILL INC.","3336 1/2 W LAWRENCE AVE CHICAGO, IL 60625 ","1841250","Food","Sonya Enoch",2014-10-01,"Canvass"
"2197","SUBWAY","8711 S ASHLAND AVE CHICAGO, IL 60620","1679112","Food","Sandra Balfour",2014-10-01,"Canvass"
"2198","WINGSTOP #587","6190 S ARCHER AVE CHICAGO, IL 60638","2134060","Food","Kimberly Franklin",2014-10-01,"Canvass"
"2199","Subway Sandwich And Salads","3329 N MILWAUKEE AVE CHICAGO, IL 60641 ","2074325","Food","Blesilda Guillen",2014-10-01,"Canvass"
"2200","LAS AMERICAS FOOD& LIQUOR INC.","1156 N PULASKI RD CHICAGO, IL 60651","48290","Food","Jewel Walker",2014-10-01,"Canvass"
"2201","VEGETARIAN EXPRESS, INC.","3109 N HALSTED ST CHICAGO, IL 60657 ","2113649","Food","Elvia Martinez-Ceballos",2014-10-01,"Canvass"
"2202","KISS DRAGON CO.","2334 S WENTWORTH AVE CHICAGO, IL 60616","1488929","Food","Jacqueline Edwards",2014-10-01,"Canvass Re-Inspection"
"2203","N.O.K KITCHEN Ltd","6075 N MILWAUKEE AVE CHICAGO, IL 60646","2278606","Food","Nilda Soto",2014-10-01,"Canvass"
"2204","DIB SUSHI BAR AND THAI CUISINE","1025 W LAWRENCE AVE CHICAGO, IL 60640","1803353","Food","Frances Demma",2014-10-01,"Canvass Re-Inspection"
"2205","KAWAYAN LLC","4859 N MILWAUKEE AVE CHICAGO, IL 60630","2313831","Food","Jay Khamphounvong",2014-10-01,"Canvass"
"2206","CHINA CAFE","4818 N SHERIDAN RD CHICAGO, IL 60640","2221581","Food","Frances Demma",2014-10-01,"Canvass Re-Inspection"
"2207","MR. FALAFEL","6404 N CALIFORNIA AVE CHICAGO, IL 60645","2313741","Food","Jesus Su",2014-10-01,"Complaint"
"2208","THE GARAGE BAR AND SANDWICHES","6154 N MILWAUKEE AVE CHICAGO, IL 60646","1799794","Food","Nilda Soto",2014-10-01,"Canvass"
"2209","THREE HARMONY RESTAURANT","4546 N MAGNOLIA AVE CHICAGO, IL 60640","1172055","Food","Frances Demma",2014-10-01,"Canvass Re-Inspection"
"2210","CLIFTON GRILL,INC.","6410-12 N CLAREMONT AVE CHICAGO, IL 60645","2164148","Food","Jesus Su",2014-10-01,"Canvass"
"2211","TIK TOK FALAFEL","4600 N MAGNOLIA AVE CHICAGO, IL 60640","1120021","Food","Frances Demma",2014-10-01,"Canvass Re-Inspection"
"2212","Popeyes Chicken And Biscuits","4866-4868 N MILWAUKEE AVE CHICAGO, IL 60630 ","2069431","Food","Jay Khamphounvong",2014-10-01,"Canvass"
"2213","JOYS","3257-3259 N BROADWAY CHICAGO, IL 60657","1677471","Food","Elvia Martinez-Ceballos",2014-10-01,"Canvass"
"2214","THAI UPTOWN","4621 N BROADWAY CHICAGO, IL 60640","1697396","Food","Frances Demma",2014-10-01,"Canvass"
"2215","DOLLAR TREE #743","1514 W 33RD ST CHICAGO, IL 60608 ","2354417","Food","Patricia Coats",2014-10-02,"License Re-Inspection"
"2216","BABYLON GROCERY AND MEAT MART","2800 W DEVON AVE CHICAGO, IL 60659 ","2358923","Food","Nilda Soto",2014-10-02,"License Re-Inspection"
"2217","CARNICERIA LOS CUATES","4531-35 W MARQUETTE RD CHICAGO, IL 60629","2120731","Food","Joyce Galvin",2014-10-02,"Canvass Re-Inspection"
"2218","Brown Acad.","12607 S Union (700W) CHICAGO, IL 60628","CPS24631","Food","Sharon Lewis",2014-10-02,"Canvass"
"2219","GORDON TECH HIGH SCHOOL","3633 N CALIFORNIA AVE CHICAGO, IL 60618","PS1878458","Food","Audrey Rambus",2014-10-02,"Canvass"
"2220","DUNKIN DONUTS","2801 S KEDZIE AVE CHICAGO, IL 60623","32316","Food","Denise Batinich",2014-10-02,"Canvass"
"2221","THE UNIVERSITY OF  CHICAGO  SAIEH HALL","5757  S UNIVERSITY AVE CHICAGO, IL 60637 ","2359249","Food","Judith Mann-Hamdan",2014-10-02,"License"
"2222","DEPAUL COLLEGE PREP FR. GORDON CAMPUS","3633 N CALIFORNIA AVE CHICAGO, IL 60618","PS3306001","Food","Audrey Rambus",2014-10-02,"Canvass"
"2223","FAMILY DEN","8940-8942 S STONY ISLAND AVE CHICAGO, IL 60617","9576","Food","Cecile Coffman",2014-10-02,"Canvass"
"2224","TROPHY ROOM","170 W ONTARIO ST CHICAGO, IL 60654","2314518","Food","Michael Kurczewski",2014-10-02,"License"
"2225","LA DIOSA","2308 N CLARK ST CHICAGO, IL 60614","2354262","Food","Rosarita Buco",2014-10-02,"License"
"2226","HYATT REGENCY MCCORMICK PLACE","2233 S DR MARTIN LUTHER KING JR DR CHICAGO, IL 60616","63178","Food","Jacqueline Edwards",2014-10-02,"Canvass Re-Inspection"
"2227","GRUB RESTAURANT CHICAGO","1230 W TAYLOR ST CHICAGO, IL 60607 ","2358734","Food","Anita Brazil",2014-10-02,"License"
"2228","TROPHY ROOM","170 W ONTARIO ST CHICAGO, IL 60654","2314519","Food","Michael Kurczewski",2014-10-02,"License"
"2229","PUERTO RICO FOOD & LIQUORS","2559 W AUGUSTA BLVD CHICAGO, IL 60622","2033049","Food","Patricia Coats",2014-10-02,"Canvass"
"2230","MCDONALDS RESTAURANT","119 N WABASH AVE CHICAGO, IL 60602","2349672","Food","Marwan Tamimi",2014-10-02,"Short Form Complaint"
"2231","DOLCE CASA CAFE","4947 N DAMEN AVE CHICAGO, IL 60625","2094076","Food","Sonya Enoch",2014-10-02,"Complaint"
"2232","CITY FRESH MARKET","131 N CLINTON ST CHICAGO, IL 60661 ","2002685","Food","Nola Martin",2014-10-02,"Canvass"
"2233","UNCOMMON GROUND","3800-3804 N CLARK ST CHICAGO, IL 60613 ","2108171","Food","Kyle Kirkegaard",2014-10-02,"Canvass"
"2234","MARISCO EL VENENO #2 CORP.","6835 S PULASKI RD CHICAGO, IL 60629","1963599","Food","Joyce Galvin",2014-10-02,"Canvass Re-Inspection"
"2235","SUGAR BLISS CAKE BOUTIQUE","115 N WABASH AVE CHICAGO, IL 60602","1943390","Food","Marwan Tamimi",2014-10-02,"Canvass"
"2236","OFFICER DONALD MARQUEZ","2916 W 47TH ST CHICAGO, IL 60632 ","CPS2040656","Food","Molly Lynch",2014-10-02,"Canvass"
"2237","JELLYBEAN LEARNING CENTER ACADEMY II","358-370 E 71ST ST CHICAGO, IL 60619","2342212","Food","Kimberly Franklin",2014-10-02,"License"
"2238","THE KITCHEN CHICAGO","316 N CLARK ST CHICAGO, IL 60654 ","2327841","Food","Hilda Lainjo",2014-10-02,"License"
"2239","ABH FOOD & LIQUOR INC","5345 W NORTH AVE CHICAGO, IL 60639","30043","Food","Henry Millan",2014-10-02,"Canvass"
"2240","JELLYBEAN LEARNING CENTER","358-370 E 71ST ST CHICAGO, IL 60619","2215994","Food","Kimberly Franklin",2014-10-02,"Canvass"
"2241","DIVINITY SCHOOL COFFEE SHOP","1025 E 58TH ST CHICAGO, IL 60637","33337","Food","Judith Mann-Hamdan",2014-10-02,"Canvass"
"2242","k&a sweet tooth","5411 W NORTH AVE CHICAGO, IL 60639","1948812","Food","Henry Millan",2014-10-02,"Canvass"
"2243","Dunkin Donuts","4359 N PULASKI RD CHICAGO, IL 60641","2009262","Food","Blesilda Guillen",2014-10-02,"Short Form Complaint"
"2244","THE KITCHEN CHICAGO","316 N CLARK ST CHICAGO, IL 60654 ","2327842","Food","Hilda Lainjo",2014-10-02,"License"
"2245","L'APPETITO","875 N MICHIGAN AVE CHICAGO, IL 60611","42672","Food","Luella Owens",2014-10-02,"Complaint"
"2246","GROCERY ALVAREZ","3001 S KOMENSKY AVE CHICAGO, IL 60623","2292948","Food","Denise Batinich",2014-10-02,"Canvass"
"2247","FAMILY DEN","8940-8944 S STONY ISLAND AVE CHICAGO, IL 60617 ","2240254","Food","Cecile Coffman",2014-10-02,"License"
"2248","THREE BROTHER","900 N FRANCISCO AVE CHICAGO, IL 60622","6321","Food","Patricia Coats",2014-10-02,"Canvass"
"2249","ROSELAND PIZZAS AND TACOS","241 E 115TH ST CHICAGO, IL 60628","1576258","Food","Sharon Lewis",2014-10-02,"Canvass"
"2250","FAMILY DEN","8940-8944 S STONY ISLAND AVE CHICAGO, IL 60617 ","2240248","Food","Cecile Coffman",2014-10-02,"License"
"2251","PORK SHOPPE","2755 W BELMONT AVE CHICAGO, IL 60618 ","2031676","Food","Audrey Rambus",2014-10-02,"Complaint"
"2252","EX LIBRIS SCIENCE DIGEST COFFEE","1100 E 57TH ST CHICAGO, IL 60637","2124410","Food","Judith Mann-Hamdan",2014-10-02,"Canvass"
"2253","JEWEL FOOD STORE","11730 S MARSHFIELD AVE CHICAGO, IL 60643","1953613","Food","Sandra Balfour",2014-10-02,"Canvass"
"2254","KNOCKBOX  CAFE","1001 N CALIFORNIA AVE CHICAGO, IL 60622","1985711","Food","Patricia Coats",2014-10-02,"Canvass"
"2255","LUNA FOOD MART","1000 N MOZART ST CHICAGO, IL 60622","2172421","Food","Patricia Coats",2014-10-02,"Canvass"
"2256","7-ELEVEN","5206 N WESTERN AVE CHICAGO, IL 60625","1445472","Food","Sonya Enoch",2014-10-02,"Canvass"
"2257","SUPER NUT & CANDY","131 N CLINTON ST CHICAGO, IL 60661 ","2114624","Food","Nola Martin",2014-10-02,"Canvass"
"2258","Produce Express Company","131 N CLINTON ST CHICAGO, IL 60661","2004350","Food","Nola Martin",2014-10-02,"Canvass"
"2259","ROBERT HEALY ELEMENTARY SCHOOL","3010 S PARNELL  (532W) CHICAGO, IL 60616","CPS23651","Food","Jacqueline Edwards",2014-10-02,"Canvass"
"2260","ROBERT HEALY ANNEX ELEMENTARY","3010 S PARNELL  (532W) CHICAGO, IL 60616","CPS2208679","Food","Jacqueline Edwards",2014-10-02,"Canvass"
"2261","GREATER INSTITUTE AME CHURCH","7800 S INDIANA AVE CHICAGO, IL 60619","2215513","Food","Kimberly Franklin",2014-10-02,"License"
"2262","PULASKI CITGO","4359 N PULASKI RD CHICAGO, IL 60641","1495896","Food","Blesilda Guillen",2014-10-02,"Short Form Complaint"
"2263","MOBIL","7200-7206 S WESTERN AVE CHICAGO, IL 60636","2342355","Food","Joyce Galvin",2014-10-02,"License"
"2264","B' GABS GOODIES, LLC","6100 S BLACKSTONE AVE CHICAGO, IL 60637 ","2083467","Food","Judith Mann-Hamdan",2014-10-02,"Canvass"
"2265","DUNKIN DONUTS","250 E SUPERIOR ST CHICAGO, IL 60611","2359112","Food","Luella Owens",2014-10-02,"License"
"2266","R G LEE CORP","242 W CERMAK RD CHICAGO, IL 60616","26296","Food","Molly Lynch",2014-10-02,"Canvass Re-Inspection"
"2267","OAK + CHAR","217 W HURON ST CHICAGO, IL 60654","2348864","Food","Hilda Lainjo",2014-10-02,"License"
"2268","YOUYO FROZEN YOGURT","3119 S HALSTED ST CHICAGO, IL 60608 ","2355317","Food","Alejandro Delgado",2014-10-02,"License Re-Inspection"
"2269","DOLCE GELATO","2904 N BROADWAY AVE CHICAGO, IL 60657 ","2185268","Food","Kyle Kirkegaard",2014-10-02,"Canvass"
"2270","MEXICO LINDO","4224 W 31ST  ST CHICAGO, IL 60623 ","2359177","Food","Denise Batinich",2014-10-02,"License"
"2271","CLAYTON RESIDENTIAL HOME INC","2026 N CLARK ST CHICAGO, IL 60614","2204245","Food","Rosarita Buco",2014-10-02,"Suspected Food Poisoning"
"2272","BROWN'S CHICKEN & PASTA","4359 N PULASKI RD CHICAGO, IL 60641","1874533","Food","Blesilda Guillen",2014-10-02,"Complaint Re-Inspection"
"2273","SUBWAY SANDWICH & SALAD","5324 N BROADWAY CHICAGO, IL 60640 ","1276237","Food","Frances Demma",2014-10-02,"Canvass Re-Inspection"
"2274","MUNICIPAL BAR & DINING COMPANY","216 W OHIO ST CHICAGO, IL 60654 ","2147331","Food","Marwan Tamimi",2014-10-02,"Canvass"
"2275","CHAN'S RESTAURANT","10241  S  WESTERN  AVE CHICAGO, IL 60643 ","2016891","Food","Sandra Balfour",2014-10-02,"Complaint"
"2276","RESTAURANT Y ROSTICERIA LA CHILAPENA INC.","4224 W 31ST  ST CHICAGO, IL 60623 ","2349342","Food","Denise Batinich",2014-10-02,"Canvass"
"2277","PUCCI'S RESTAURANT & PIZZERIA","10063 S EWING AVE CHICAGO, IL 60617","22992","Food","Cecile Coffman",2014-10-02,"Canvass Re-Inspection"
"2278","HAPPY FISH & CHICKEN","5-7 S CICERO AVE CHICAGO, IL 60644","2137607","Food","Jewel Walker",2014-10-02,"Canvass Re-Inspection"
"2279","CAFE DESCARTES","6451 N SHERIDAN RD CHICAGO, IL 60626 ","2359288","Food","Jesus Su",2014-10-02,"License"
"2280","Burger King #17392","2345 S PULASKI RD CHICAGO, IL 60623","2003825","Food","Denise Batinich",2014-10-02,"Short Form Complaint"
"2281","LEARN TOGETHER GROW TOGETHER CHID DEVELOPMENT CENT","9415 S STATE ST CHICAGO, IL 60619","2216215","Food","Sharon Lewis",2014-10-02,"License"
"2282","LEADBELLY","5739 W IRVING PARK RD CHICAGO, IL 60634","2203563","Food","Henry Millan",2014-10-02,"Complaint"
"2283","SUBWAY SANDWICH STORE","2750 W DEVON AVE CHICAGO, IL 60659","1330081","Food","Nilda Soto",2014-10-02,"Canvass"
"2284","SUSHI LOUNGE","234 W CERMAK RD CHICAGO, IL 60616","1514318","Food","Molly Lynch",2014-10-02,"Canvass Re-Inspection"
"2285","CAFE DESCARTES","6451 N SHERIDAN RD CHICAGO, IL 60626 ","2185218","Food","Jesus Su",2014-10-02,"Canvass"
"2286","MCDONALD'S","2005 W CHICAGO AVE CHICAGO, IL 60622","1332921","Food","Patricia Coats",2014-10-02,"Canvass"
"2287","STAR GYROS","3400 W ROOSEVELT RD CHICAGO, IL 60624","50600","Food","Michelle Jackson",2014-10-02,"Canvass"
"2288","THE WILLOWS HOTEL","555 W SURF ST CHICAGO, IL 60657","1887757","Food","Kyle Kirkegaard",2014-10-02,"Canvass Re-Inspection"
"2289","TASTY PLACE","2339 S WENTWORTH AVE CHICAGO, IL 60616","1888650","Food","Jacqueline Edwards",2014-10-02,"Canvass Re-Inspection"
"2290","SUBWAY","5316 N MILWAUKEE AVE CHICAGO, IL 60630","2119899","Food","Jay Khamphounvong",2014-10-02,"Canvass"
"2291","HOA NOM CO","1101-1103 W ARGYLE ST CHICAGO, IL 60640","8425","Food","Frances Demma",2014-10-02,"Canvass Re-Inspection"
"2292","SECTOR 2337","2337 N MILWAUKEE AVE FL 1 CHICAGO, IL 60647 ","2232673","Food","Joseph Jantke",2014-10-02,"License"
"2293","SUBWAY","4242 S WENTWORTH AVE CHICAGO, IL 60609","1985307","Food","Judith Mann-Hamdan",2014-10-02,"Canvass"
"2294","DUCK WALK","1217-1219 W FULLERTON AVE CHICAGO, IL 60614","2002788","Food","Nola Martin",2014-10-02,"Canvass"
"2295","KFC","2807 W IRVING PARK RD CHICAGO, IL 60618","2146633","Food","Audrey Rambus",2014-10-02,"Complaint"
"2296","CHURCH'S CHICKEN # 610","400 E 87TH ST CHICAGO, IL 60619","1273266","Food","Sharon Lewis",2014-10-02,"Short Form Complaint"
"2297","NOUVAEAU TAVERN","358 W ONTARIO ST CHICAGO, IL 60654","1820900","Food","Marwan Tamimi",2014-10-02,"Canvass"
"2298","SUPERMERCADO LA FIESTA #2, INC.","4156 W 63RD ST CHICAGO, IL 60629","2289634","Food","Joyce Galvin",2014-10-02,"Canvass Re-Inspection"
"2299","LAWNDALE FOOD MARKET","3705-3713 W 16TH ST CHICAGO, IL 60623","39529","Food","Denise Batinich",2014-10-02,"Complaint Re-Inspection"
"2300","A.P.DELI INC.XI","5251 W MADISON AVE BLDG CHICAGO, IL 60644","2069193","Food","Jewel Walker",2014-10-02,"Canvass"
"2301","DUNKIN DONUTS","3206 W 111TH ST CHICAGO, IL 60655","2129489","Food","Kimberly Franklin",2014-10-02,"Short Form Complaint"
"2302","SUBWAY","4303 W IRVING PARK RD CHICAGO, IL 60641","2125190","Food","Blesilda Guillen",2014-10-02,"Canvass"
"2303","Shamrok Event Services, Inc.","324 N LEAVITT ST CHICAGO, IL 60612 ","2359488","Food","Patrick Oconnor",2014-10-02,"License"
"2304","ZOCALO","358 W ONTARIO ST CHICAGO, IL 60654","1682584","Food","Marwan Tamimi",2014-10-02,"Canvass"
"2305","OAK + CHAR","217 W HURON ST CHICAGO, IL 60654","2348865","Food","Hilda Lainjo",2014-10-02,"License"
"2306","MCDONALDS","6231 N BROADWAY CHICAGO, IL 60660","1443878","Food","Jesus Su",2014-10-02,"Short Form Complaint"
"2307","La Madrilena Bakery","7024 W GRAND AVE CHICAGO, IL 60707","2198126","Food","Alejandro Delgado",2014-10-02,"Canvass"
"2308","SARPINO'S PIZZERIA","1923 S ARCHER AVE CHICAGO, IL 60616 ","2055432","Food","Molly Lynch",2014-10-02,"Canvass"
"2309","LA MADRILENA BAKERY","7024 W GRAND AVE CHICAGO, IL 60707","2355319","Food","Alejandro Delgado",2014-10-02,"License Re-Inspection"
"2310","CHINESE KITCHEN","5316 N MILWAUKEE AVE CHICAGO, IL 60630","1740632","Food","Jay Khamphounvong",2014-10-02,"Canvass Re-Inspection"
"2311","CHICAGO YACHT CLUB","3180 N LAKE SHORE DR CHICAGO, IL 60657","44199","Food","Elvia Martinez-Ceballos",2014-10-02,"Canvass"
"2312","SUBWAY","11213 S VINCENNES  AVE CHICAGO, IL 60643 ","2308132","Food","Sandra Balfour",2014-10-02,"Canvass"
"2313","CHIPOTLE","311 S WACKER DR CHICAGO, IL 60606","2289863","Food","Ronald Leveston",2014-10-02,"License"
"2314","BRIDGEPORT SHELL","215-225 W 31ST ST CHICAGO, IL 60616","2359318","Food","Jacqueline Edwards",2014-10-02,"License"
"2315","THE PITA PIT","2404 N LINCOLN AVE CHICAGO, IL 60614 ","2088000","Food","Nola Martin",2014-10-02,"Canvass"
"2316","BABYLON FOOD AND CAFE","5809 N LINCOLN AVE CHICAGO, IL 60659","2333793","Food","Nilda Soto",2014-10-02,"Canvass"
"2317","DAVE'S 'S RED HOT","3422 W ROOSEVELT RD CHICAGO, IL 60624","1515517","Food","Michelle Jackson",2014-10-02,"Canvass"
"2318","PEET'S COFFEE & TEA","41 E 8TH ST CHICAGO, IL 60605","2341122","Food","Anita Brazil",2014-10-02,"License"
"2319","BRIDGEPORT SHELL","215-225 W 31ST ST CHICAGO, IL 60616","49581","Food","Jacqueline Edwards",2014-10-02,"Canvass"
"2320","PHO 777 RESTAURANT","1063-1065 W ARGYLE ST CHICAGO, IL 60640","1473214","Food","Frances Demma",2014-10-02,"Canvass"
"2321","TAJ MAHAL","1512 W TAYLOR ST CHICAGO, IL 60607","2240843","Food","Anita Brazil",2014-10-02,"Short Form Complaint"
"2322","CHIPOTLE","311 S WACKER DR CHICAGO, IL 60606","2289864","Food","Ronald Leveston",2014-10-02,"License"
"2323","SAM'S CHICKEN & RIBS","1102 W GRANVILLE AVE CHICAGO, IL 60660","1678633","Food","Jesus Su",2014-10-02,"Short Form Complaint"
"2324","JAZMINE & NU-DLE","919 W BELMONT AVE CHICAGO, IL 60657 ","2142703","Food","Elvia Martinez-Ceballos",2014-10-02,"Canvass"
"2325","7 ELEVEN #33067H","5316 N MILWAUKEE AVE CHICAGO, IL 60630","2278542","Food","Jay Khamphounvong",2014-10-02,"Canvass"
"2326","HIM SHIKAR","6031 N CICERO AVE CHICAGO, IL 60646","2147560","Food","Nilda Soto",2014-10-02,"Canvass"
"2327","GOODWIN'S RESTAURANT","1 N FRANKLIN ST CHICAGO, IL 60606","2359269","Food","Ronald Leveston",2014-10-02,"License"
"2328","DAK","1104 W GRANVILLE AVE CHICAGO, IL 60660","2177113","Food","Jesus Su",2014-10-02,"Canvass"
"2329","CARAVAN","4810 N BROADWAY CHICAGO, IL 60640 ","2088536","Food","Frances Demma",2014-10-02,"Canvass"
"2330","GODIVA CHOCOLATIER","845 N MICHIGAN AVE CHICAGO, IL 60611","1816996","Food","Luella Owens",2014-10-02,"Canvass"
"2331","Taco & Burrito House","3038 N BROADWAY CHICAGO, IL 60657","1247283","Food","Elvia Martinez-Ceballos",2014-10-02,"Canvass"
"2332","4 HERMANOS","5239 N CENTRAL AVE CHICAGO, IL 60630","1119899","Food","Jay Khamphounvong",2014-10-02,"Canvass Re-Inspection"
"2333","McDonalds","1951 E 95TH ST CHICAGO, IL 60617 ","2031962","Food","Cecile Coffman",2014-10-03,"Complaint Re-Inspection"
"2334","SUBWAY","2300 N MILWAUKEE AVE CHICAGO, IL 60647","1574489","Food","Joseph Jantke",2014-10-03,"Canvass"
"2335","THE FACTORY A GENTLEMEN'S CLUB","12050-12054 S DOTY AVE CHICAGO, IL 60628","1922019","Food","Sharon Lewis",2014-10-03,"Canvass"
"2336","LARA","4619 S WOLCOTT (1900W) AVE CHICAGO, IL 60609","CPS23791","Food","Judith Mann-Hamdan",2014-10-03,"Canvass"
"2337","SAINT HYACINTH SCHOOL","3640 W WOLFRAM ST CHICAGO, IL 60618","PS1878450","Food","Audrey Rambus",2014-10-03,"Canvass"
"2338","SIP COFFEE HOUSE","1223 W GRAND AVE CHICAGO, IL 60642","79354","Food","Patricia Coats",2014-10-03,"Canvass"
"2339","Julian  (H/S)","10330 S ELIZABETH (1232W) CHICAGO, IL 60643","CPS46401","Food","Sandra Balfour",2014-10-03,"Canvass"
"2340","HERITAGE BICYCLES GENERAL STORE","2959 N LINCOLN AVE CHICAGO, IL 60657 ","2125211","Food","Kyle Kirkegaard",2014-10-03,"Canvass Re-Inspection"
"2341","WHITE CASTLE #21","3132 N HARLEM AVE CHICAGO, IL 60634","28484","Food","Henry Millan",2014-10-03,"Short Form Complaint"
"2342","O'TOOLE ELEMENTARY","6550 S Seeley (2032W) CHICAGO, IL 60636","CPS24801","Food","Joyce Galvin",2014-10-03,"Complaint"
"2343","TAXIMAROA BAKERY","3954 W LAWRENCE AVE CHICAGO, IL 60625","1445167","Food","Sonya Enoch",2014-10-03,"Canvass Re-Inspection"
"2344","IHOP","7601 S CICERO AVE CHICAGO, IL 60652","1682456","Food","Kimberly Franklin",2014-10-03,"Canvass"
"2345","BRICKS","1909 N LINCOLN AVE CHICAGO, IL 60614","10486","Food","Rosarita Buco",2014-10-03,"Canvass"
"2346","YOUNG WOMEN'S LEADERSHIP CHARTER SCHOOL","2641 S CALUMET  (334E) CHICAGO, IL 60616","CPS66171","Food","Jacqueline Edwards",2014-10-03,"Canvass"
"2347","DUNKIN DOUNUTS / BASKIN ROBINS","75 E WASHINGTON ST CHICAGO, IL 60602 ","1648477","Food","Marwan Tamimi",2014-10-03,"Canvass"
"2348","123 GROCERY PLUS","549 N KEDZIE AVE CHICAGO, IL 60612","2294445","Food","Michelle Jackson",2014-10-03,"Canvass"
"2349","Dewey","5415 S UNION(700W) AVE CHICAGO, IL 60609","CPS22951","Food","Judith Mann-Hamdan",2014-10-03,"Canvass Re-Inspection"
"2350","LA FLOR GROCERY STORE","10500 S AVENUE M CHICAGO, IL 60617","1798264","Food","Cecile Coffman",2014-10-03,"Canvass Re-Inspection"
"2351","THE BABY ACADEMY","8605-8607 S COTTAGE GROVE AVE CHICAGO, IL 60619 ","2215632","Food","Sharon Lewis",2014-10-03,"License"
"2352","CELLAR DOOR PROVISIONS","3025 W DIVERSEY AVE CHICAGO, IL 60647","2294203","Food","Joseph Jantke",2014-10-03,"Canvass"
"2353","DOKIL BAKERY","3844 W LAWRENCE AVE CHICAGO, IL 60625","1621520","Food","Sonya Enoch",2014-10-03,"Canvass"
